30,1.7764e-15,2.9606e-17,-3.4047e-16,-2.6941e-15,-3.4787e-16,-1.5136e-15,-3.0494e-15,1.1842e-16,7.5495e-16,1.7949e-16,79.61,67.866,42.482,44.619,53.811,54.29,25.205,21.271,21.527,20.911,-65.025,-80.371,-48.383,-44.84,-59.414,-51.79,-30.094,-17.669,-32.341,-51.023,144.64,148.24,90.865,89.459,113.22,106.08,55.299,38.94,53.868,71.934,42.235,39.137,19.619,18.684,13.289,11.333,9.17,8.7057,7.7709,7.1404,1783.8,1531.7,384.92,349.1,176.59,128.44,84.088,75.789,60.386,50.985,0.26427,-0.0011601,-0.11822,-0.083468,-0.036381,0.4952,0.022853,-0.022013,-1.1094,-2.8451,1.8091,1.8936,2.784,2.6895,9.7299,11.141,3.4723,2.2237,6.2706,23.428,1768.9,1518.9,381.71,346.19,175.12,127.37,83.388,75.157,59.883,50.56,19661,-68.677,-881.63,-537.63,-84.309,711.84,17.402,-14.343,-514.09,-1022.8
30,-1.3027e-15,1.8356e-15,3.7007e-16,-4.5149e-16,-2.7534e-15,9.6219e-16,1.0066e-15,-1.0066e-15,4.5889e-16,-2.2204e-16,82.111,69.3,66.439,52.575,42.298,39.517,24.597,37.258,24.273,23.044,-72.197,-71.007,-37.537,-53.498,-45.846,-43.01,-39.472,-39.072,-18.599,-25.958,154.31,140.31,103.98,106.07,88.144,82.527,64.069,76.33,42.872,49.002,41.799,37.723,23.424,20.042,19.116,14.811,11.313,11.016,9.1937,8.2466,1747.2,1423,548.7,401.7,365.41,219.38,127.99,121.36,84.525,68.006,-0.065039,-0.0038172,0.72476,0.085739,-0.11412,-0.61849,-0.88094,0.020995,0.33493,-0.32942,1.8709,1.9491,2.9063,3.1252,2.4036,4.442,4.3356,6.1041,2.6252,4.881,1732.6,1411.2,544.13,398.35,362.37,217.55,126.93,120.35,83.82,67.439,-4690.5,-202.36,9199.1,681.67,-787.21,-1984.6,-1259.7,27.718,257.03,-182.44
30,-3.8488e-15,3.4528e-15,-6.5503e-16,-4.959e-16,4.811e-16,2.2806e-15,1.9244e-16,3.2567e-16,4.4409e-16,-3.5157e-17,63.428,55.383,36.241,39.201,38.154,49.773,23.101,14.454,15.324,12.506,-54.895,-49.856,-34.628,-36.754,-41.71,-48.029,-18.705,-13.902,-12.996,-12.286,118.32,105.24,70.869,75.955,79.864,97.802,41.806,28.356,28.32,24.791,36.94,28.385,15.466,14.303,12.144,10.193,7.8017,6.663,5.378,4.7339,1364.6,805.71,239.2,204.56,147.48,103.91,60.867,44.396,28.923,22.41,0.18632,0.19478,0.10763,-0.037333,-0.29446,1.0839,0.33081,0.10753,0.15856,0.20825,1.6541,2.0273,2.2745,3.287,5.9094,13.424,2.982,2.2959,3.1717,3.1879,1353.2,799,237.21,202.86,146.26,103.04,60.359,44.026,28.682,22.223,9275,4399,393.23,-107.86,-520.83,1133.7,155.13,31.411,24.356,21.817
30,3.079e-15,1.3323e-15,5.3291e-16,-1.0066e-15,-1.3915e-15,4.7647e-16,-1.7468e-15,-1.3933e-15,-1.2212e-15,4.0708e-16,56.998,53.093,53.31,39.652,31.505,24.671,49.441,35.491,25.723,21.568,-59.051,-57.178,-37.83,-30.704,-33.259,-23.585,-40.942,-38.975,-23.657,-31.882,116.05,110.27,91.14,70.356,64.764,48.256,90.383,74.467,49.38,53.45,33.974,30.754,16.541,16.031,13.689,11.709,11.036,9.016,8.8074,8.408,1154.2,945.81,273.62,257,187.38,137.11,121.79,81.289,77.571,70.694,-0.014678,-0.089369,0.30509,0.28182,0.011276,0.12107,1.1427,0.44711,0.062503,-0.28348,1.6091,1.7608,3.2214,2.6981,2.4562,2.2907,11.15,8.1755,3.3394,3.9727,1144.6,937.93,271.34,254.86,185.82,135.97,120.77,80.612,76.925,70.105,-568.39,-2567.1,1363.6,1146.6,28.562,191.94,1516.6,323.61,42.17,-166.4
30,-1.7764e-16,-3.3214e-15,-1.0806e-15,-1.7171e-15,1.2305e-16,-2.9606e-17,8.5857e-16,-5.9212e-17,7.6975e-16,-9.77e-16,60.664,56.862,38.798,41.618,45.292,33.046,27.933,15.929,24.808,21.393,-59.877,-52.797,-52.194,-36.146,-57.079,-33.061,-28.672,-20.92,-19.532,-10.372,120.54,109.66,90.992,77.764,102.37,66.107,56.605,36.848,44.34,31.765,35.182,30.69,16.997,15.541,12.964,10.829,9.3625,7.2111,6.8143,5.8893,1237.8,941.89,288.89,241.51,168.07,117.27,87.657,52,46.434,34.684,-0.049769,0.099511,-0.08298,0.084532,-0.63857,0.10526,0.26782,-0.26426,0.57479,1.0737,1.7431,2.1267,3.0928,2.9123,10.67,3.3218,3.5702,3.1406,5.0387,4.5744,1227.5,934.04,286.49,239.5,166.67,116.29,86.926,51.566,46.047,34.395,-2140.3,2840.7,-402.37,313.31,-1374,132.01,217.05,-97.854,179.6,216.58
30,3.0198e-15,2.3685e-16,7.6975e-16,-1.4692e-15,1.3526e-15,5.4031e-16,2.9754e-15,-2.2056e-15,-1.4803e-16,1.6653e-16,53.792,52.563,54.87,34.255,28.857,37.139,36.448,27.006,26.822,23.532,-55.181,-52.139,-53.88,-42.751,-41.543,-41.425,-31.618,-25.318,-33.628,-19.004,108.97,104.7,108.75,77.006,70.4,78.564,68.066,52.324,60.45,42.537,31.932,29.438,18.201,15.672,14.08,12.882,12.168,10.926,9.3268,8.7232,1019.6,866.62,331.27,245.61,198.25,165.95,148.07,119.37,86.989,76.095,-0.10039,-0.11602,-0.42286,-0.076397,-1.0449,-0.50153,0.24538,-0.010291,-0.31522,0.072736,1.7891,1.9763,4.7339,2.6802,4.1198,4.53,3.1938,2.7652,4.5226,2.8935,1011.1,859.4,328.5,243.57,196.6,164.57,146.84,118.38,86.264,75.46,-3227.8,-2922.9,-2517.7,-290.4,-2880.4,-1058.8,436.61,-13.255,-252.56,47.679
30,-2.3241e-15,-1.3619e-15,-1.0362e-15,-5.5511e-16,8.9558e-16,7.2535e-16,-1.0371e-15,-2.4055e-16,-1.8393e-15,9.1778e-16,51.001,51.695,49.486,34.182,43.712,37.298,28.685,38.253,31.957,19.922,-50.408,-48.414,-44.249,-43.558,-29.107,-21.192,-32.863,-45.366,-20.625,-22.979,101.41,100.11,93.735,77.74,72.819,58.49,61.548,83.619,52.582,42.901,29.95,29.157,16.767,15.357,13.73,12.448,10.347,9.7417,9.1418,8.7474,897,850.13,281.14,235.84,188.51,154.96,107.07,94.901,83.573,76.517,-0.097746,0.013869,0.079115,-0.10512,0.50289,0.89265,-0.008158,-0.84047,0.3915,-0.54756,1.8677,1.791,3.2202,2.7144,3.473,3.21,4.195,9.0231,4.0092,3.1502,889.53,843.05,278.8,233.88,186.94,153.66,106.17,94.11,82.877,75.879,-2593.2,339.5,368.3,-375.97,1285.4,1700.3,-8.9252,-767.32,295.38,-361.93
30,-2.9606e-16,1.0954e-15,-7.9936e-16,9.6219e-16,9.1778e-16,-7.1332e-16,2.313e-17,-3.9968e-16,4.0708e-16,2.0724e-16,62.102,53.86,41.09,47.305,35.235,53.011,37.338,14.556,21.238,14.988,-58.866,-60.949,-35.458,-31.759,-32.582,-40.495,-44.224,-14.646,-24.779,-14.475,120.97,114.81,76.548,79.065,67.817,93.506,81.562,29.203,46.017,29.463,37.111,35.392,16.567,15.991,14.629,10.221,9.7254,7.6147,6.8912,6.2747,1377.2,1252.6,274.48,255.72,214.01,104.48,94.584,57.983,47.489,39.372,0.005444,-0.13255,0.27023,0.38664,0.2453,0.24422,0.84944,0.080063,-0.29604,-0.032314,1.5889,1.6275,2.7232,2.8176,2.7863,14.983,12.11,1.9768,4.3611,2.5604,1365.7,1242.1,272.19,253.59,212.23,103.61,93.796,57.5,47.094,39.044,274.77,-5802.9,1213.5,1561.4,758.43,257.56,771.63,34.909,-95.674,-7.8834
30,4.4409e-16,5.9212e-17,-2.4277e-15,-3.8488e-16,5.4031e-16,-1.4063e-16,5.5789e-16,5.033e-16,9.1408e-16,-1.2731e-15,61.318,63.317,41.269,37.828,29.872,44.759,30.107,31.759,32.953,38.652,-49.939,-54.371,-39.078,-30.759,-35.217,-46.187,-26.881,-22.379,-31.356,-33.336,111.26,117.69,80.347,68.586,65.09,90.946,56.988,54.137,64.308,71.988,32.181,30.003,17.971,15.967,14.804,13.692,11.971,10.916,9.9814,9.3317,1035.6,900.16,322.97,254.95,219.17,187.46,143.3,119.16,99.628,87.082,0.38123,0.01693,0.010786,0.37952,-0.096985,0.1193,-0.13405,0.50417,0.69951,-0.12853,1.9509,1.956,2.3582,2.6865,2.5439,6.4075,2.4864,2.9494,5.0643,6.9347,1027,892.66,320.28,252.83,217.34,185.9,142.1,118.17,98.797,86.356,12546,451.54,61.825,1525.7,-310.75,302.38,-227.07,647.63,686.93,-103.14
30,1.8356e-15,-7.6975e-16,-9.3629e-16,1.2583e-16,-1.6283e-15,-1.7653e-15,8.8818e-17,-8.8078e-16,4.2559e-17,1.3064e-15,54.296,53.429,34.154,35.505,35.83,28.87,19.005,20.914,14.124,17.223,-52.563,-51.078,-34.061,-36.231,-27.873,-48.785,-20.162,-23.506,-17.751,-15.952,106.86,104.51,68.216,71.736,63.703,77.655,39.167,44.421,31.875,33.175,34.943,29.773,16.038,14.249,13.081,10.052,9.4096,8.4526,6.5195,6.2734,1221,886.42,257.22,203.03,171.1,101.03,88.541,71.447,42.504,39.356,-0.011336,0.0061037,0.011353,-0.05256,0.3008,-1.6684,-0.20232,-0.13403,-0.32095,0.56508,1.5302,1.8389,2.222,2.9487,2.8614,10.938,2.1679,2.9503,2.6462,3.2472,1210.8,879.04,255.08,201.34,169.68,100.19,87.804,70.851,42.15,39.028,-477.6,159.08,46.251,-150.16,664.84,-1673.3,-166.46,-79.933,-87.827,137.77
